방류기간,기관,품종,방류구분,방류물량1,단위,방류물량2,단위,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,담당자,전화번호,방류장소명,업체명,사업자번호,대표자,업체주소,비고
2023-10-20 ~ 2023-10-20,울산광역시,조피볼락,매입방류,128378,마리,0,,0,40000,0,0,0,0,40000,0,0,40000,311.58,363,,,지자체사업/수산종자관리사업,수산종자매입방류,정경헌,052-229-2984,울산광역시 북구 당사동,,,,,
2023-10-20 ~ 2023-10-20,울산광역시,조피볼락,매입방류,128378,마리,0,,0,40000,0,0,0,0,40000,0,0,40000,311.58,363,,,지자체사업/수산종자관리사업,수산종자매입방류,정경헌,052-229-2984,울산광역시 동구 방어동 175-6,,,,,
2023-10-06 ~ 2023-10-06,충청남도 청양군,자라,매입방류,2066,마리,0,,0,0,7958,0,884,0,8842,0,0,8842,4280,4500,갑폭 2.5,4.0~4.1,지자체사업/수산종자관리사업,수산종자매입방류,고결,041-940-2313,충청남도 청양군 장평면 적곡리 908-62,,,,,자라 수산종자 매입 방류
2023-06-23 ~ 2023-06-23,충청남도 청양군,붕어,매입방류,160000,마리,0,,0,0,13392,0,1488,0,14880,0,0,14880,93,100,전장 4.0,100~100,지자체사업/수산종자관리사업,수산종자매입방류,고결,041-940-2313,충청남도 청양군 장평면 죽림리 338,,,,,붕어 수산종자 매입 방류
2023-06-21 ~ 2023-06-21,충청남도 청양군,메기,매입방류,94000,마리,0,,0,0,8037,0,893,0,8930,0,0,8930,95,100,전장 6.0,12~12,지자체사업/수산종자관리사업,수산종자매입방류,고결,041-940-2313,충청남도 청양군 화성면 화암리 429,,,,,메기 수산종자 매입 방류
2023-06-28 ~ 2023-06-28,충청남도 청양군,참게,매입방류,40000,마리,0,,0,0,8550,0,950,0,9500,0,0,9500,237.5,250,갑폭 0.7,0.05~0.05,지자체사업/수산종자관리사업,수산종자매입방류,고결,041-940-2313,충청남도 청양군 청양읍 벽천리 12,,,,,참게 수산종자 매입 방류
2023-06-23 ~ 2023-06-23,충청남도 청양군,다슬기,매입방류,800000,마리,0,,0,0,13392,0,1488,0,14880,0,0,14880,18.6,20,각장 0.7,12.4~13.7,지자체사업/수산종자관리사업,수산종자매입방류,고결,041-940-2313,충청남도 청양군 대치면 작천리 137,,,,,다슬기 종자 매입 방류 
2023-01-01 ~ 2023-12-31,전라남도 해양수산과학원,부세,무상방류,150000,마리,0,,0,0,54000,0,200000,0,254000,0,0,254000,0,0,전장 5,3~4,기타 지자체사업,기타 지자체사업,노은영,061-352-5586,전라남도 영광군 낙월면 송이길 24-35,,--,,,"무상방류
 - 부세 종자 생산방류 관련 지방비 254,000,000원(도비 54,000,000원, 시군비 200,000,000) 소요"
2023-01-01 ~ 2023-12-31,전라남도 해양수산과학원,참조기,무상방류,250000,마리,0,,0,0,69500,0,200000,0,269500,0,0,269500,0,0,전장 5,3~4,기타 지자체사업,기타 지자체사업,노은영,061-352-5586,전라남도 영광군 낙월면 송이길 24-35,,--,,,"무상방류
 - 참조기 종자 생산방류 관련 지방비 269,500,000원(도비 69,500,000원, 시군비 200,000,000) 소요"
2023-10-20 ~ 2023-10-20,충청북도 충주시,대농갱이,매입방류,118212,마리,0,,0,0,23867,0,2655,0,26522,0,0,26522,265.22,300,전장 5.1,,지자체사업/수산종자관리사업,수산종자매입방류,김선태,043-850-5891,충청북도 충주시 산척면 명서리 산30-1,,,,,
2023-05-11 ~ 2023-05-11,전라남도 여수시,전복,매입방류,38929,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 화정면 하화리 132,,,,,
2023-05-11 ~ 2023-05-11,전라남도 여수시,전복,매입방류,40630,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 화정면 신흥안길 22,,,,,
2023-05-17 ~ 2023-05-17,전라남도 여수시,전복,매입방류,38946,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,528.77,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 삼산면 초도리 산1326-1,,,,,
2023-05-16 ~ 2023-05-16,전라남도 여수시,전복,매입방류,38128,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,527.16,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 우학리 산221,,,,,
2023-05-11 ~ 2023-05-11,전라남도 여수시,전복,매입방류,38695,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 안도리,,,,,
2023-05-15 ~ 2023-05-15,전라남도 여수시,전복,매입방류,42563,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 두라리,,,,,
2023-01-01 ~ 2023-12-31,전라남도 여수시,전복,매입방류,38475,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 경호동,,,,,
2023-05-16 ~ 2023-05-16,전라남도 여수시,전복,매입방류,38917,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,527.16,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 횡간리 171,,,,,
2023-05-17 ~ 2023-05-17,전라남도 여수시,전복,매입방류,38360,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,528.77,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 삼산면 덕촌리,,,,,
2023-05-11 ~ 2023-05-11,전라남도 여수시,전복,매입방류,38225,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 안도리,,,,,
2023-05-10 ~ 2023-05-10,전라남도 여수시,전복,매입방류,40234,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 돌산읍 죽포리,,,,,
2023-05-10 ~ 2023-05-10,전라남도 여수시,전복,매입방류,40131,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 돌산읍 죽포리,,,,,
2023-05-15 ~ 2023-05-15,전라남도 여수시,전복,매입방류,41319,마리,0,,0,0,0,0,16000,0,16000,0,4000,20000,525.48,600,각장 3.5,,지자체사업/수산종자관리사업,마을앞바다 자원조성사업,이유진,061-659-3940,전라남도 여수시 남면 심장리,,,,,
2023-05-19 ~ 2023-05-19,전라남도 여수시,해삼,매입방류,97787,마리,110,kg,0,0,40000,0,5000,0,45000,0,5000,50000,520,550,,1~7,지자체사업/수산종자관리사업,해삼씨뿌림,이유진,061-659-3940,전라남도 여수시 화정면 백야리,,,,,
2023-05-22 ~ 2023-05-26,전라남도 여수시,해삼,매입방류,221397,마리,228,kg,0,0,80000,0,10000,0,90000,0,10000,100000,520,550,,1~7,지자체사업/수산종자관리사업,해삼씨뿌림,이유진,061-659-3940,전라남도 여수시 남면 안도리,,,,,
2023-05-19 ~ 2023-05-19,전라남도 여수시,해삼,매입방류,41681,마리,47,kg,0,0,16000,0,2000,0,18000,0,2000,20000,520,550,,1~7,지자체사업/수산종자관리사업,해삼씨뿌림,이유진,061-659-3940,전라남도 여수시 만흥동,,,,,
2023-01-01 ~ 2023-12-31,충청북도 보은군,뱀장어,매입방류,7666,마리,0,,0,0,42400,0,4708,0,47108,0,0,47108,6200,6200,전장 10,1.2~1.2,지자체사업/수산종자관리사업,수산종자매입방류,정송민,043-540-3642,보은군 회남면 거교리 1,,,,,수산종자 매입방류(전환) 뱀장어
2023-01-01 ~ 2023-12-31,충청북도 보은군,뱀장어,매입방류,3451,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,6100,6100,전장 11.5,1.24~1.24,지자체사업/수산종자관리사업,수산종자매입방류,정송민,043-540-3642,보은 내북 신궁리 ,,,,,토종어류치어구입방류(뱀장어)
2023-06-26 ~ 2023-06-30,충청북도 보은군,붕어,매입방류,187372,마리,0,,0,0,0,0,28500,0,28500,0,0,28500,180,180,전장 4,0.23~0.23,지자체사업/수산종자관리사업,수산종자매입방류,정송민,043-540-3642,회남면 거교리1,,,,,토종어류 치어구입방류
2023-06-28 ~ 2023-06-28,충청북도 보은군,붕어,매입방류,64053,마리,0,,0,0,9333,0,0,0,9333,0,0,9333,150,150,전장 5.3,2.64~2.64,지자체사업/수산종자관리사업,수산종자매입방류,정송민,043-540-3642,충청북도 보은군 보은읍 노티리 80,,,,,토종어류 치어 매입방류(붕어)
2023-06-30 ~ 2023-06-30,충청북도 보은군,쏘가리,매입방류,33000,마리,0,,0,0,0,0,29500,0,29500,0,0,29500,950,950,전장 4,0.2~0.2,지자체사업/수산종자관리사업,수산종자매입방류,정송민,043-540-3642,보은군 내북면 신궁리 170-2,,,,,"대청호, 내북궁저수지 쏘가리 방류"
2023-07-04 ~ 2023-07-04,충청북도 청주시,쏘가리,매입방류,8480,마리,0,,0,0,2797,0,6526,0,9323,0,0,9323,1100,1200,전장 3.25,0.31~0.31,지자체사업/수산종자관리사업,수산종자매입방류,노혜윤,043-201-2273,충청북도 청주시 상당구 미원면 어암리 555 ,,,,,
2023-09-13 ~ 2023-09-13,충청북도 청주시,쏘가리,매입방류,3000,마리,0,,0,0,15660,0,1740,0,17400,0,0,17400,5800,6000,전장 9.2,,지자체사업/수산종자관리사업,수산종자매입방류,노혜윤,043-201-2273,충청북도 청주시 상당구 문의면 미천리 61(대청호 일원),,,,,
2023-09-26 ~ 2023-09-26,충청북도 청주시,동자개,매입방류,37300,마리,0,,0,0,3245,0,7572,0,10817,0,0,10817,290,300,전장 6.3,0.59~0.65,지자체사업/수산종자관리사업,수산종자매입방류,노혜윤,043-201-2273,충청북도 청주시 상당구 문의면 미천리 61(대청호 일원),,,,,
2023-10-18 ~ 2023-10-18,경기도 해양수산자원연구소,가무락조개,시험방류,500000,마리,0,,0,0,97187,0,0,0,97187,0,0,97187,0,0,전장 0.4,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,경기도 화성시 서신면 백미리,,,,,연구소 자체 생산 가무락 종자 방류
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,동죽,시험방류,100000,마리,10,kg,0,0,97187,0,0,0,97187,0,0,97187,0,0,전장 1,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,대한민국,,,,,연구소 자체 생산 동죽 종자 방류
2023-06-07 ~ 2023-06-15,경기도 해양수산자원연구소,주꾸미,시험방류,100000,마리,0,,0,0,97187,0,0,0,97187,0,0,97187,0,0,전장 1,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,대한민국,,,,,연구소 자체 생산 주꾸미 종자 방류
2023-10-17 ~ 2023-10-19,경기도 해양수산자원연구소,바지락,시험방류,5000000,마리,30,kg,0,0,97187,0,0,0,97187,0,0,97187,0,0,전장 0.5,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,경기도 시흥시 정왕동,,,,,연구소 자체 생산 바지락 종자 방류
2023-09-21 ~ 2023-09-21,경기도 해양수산자원연구소,바위털갯지렁이,시험방류,50000,마리,0,,0,0,97187,0,0,0,97187,0,0,97187,0,0,전장 3,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,경기도 화성시 서신면 백미리,,,,,연구소 자체 생산 갯지렁이 종자 방류
2023-07-04 ~ 2023-07-04,경기도 해양수산자원연구소,갑오징어,시험방류,50000,마리,0,,0,0,97187,0,0,0,97187,0,0,97187,0,0,각장 1,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,경기도 화성시 서신면 장외리,,,,,연구소 자체 생산 갑오징어 종자 방류
2023-07-04 ~ 2023-07-04,경기도 해양수산자원연구소,꽃게,시험방류,100000,마리,0,,0,0,97187,0,0,0,97187,0,0,97187,0,0,각장 1,,지자체사업/수산종자관리사업,수산종자 자원조성,김광배,031-8008-8354,경기도 화성시 서신면 장외리,,,,,연구소 자체 생산 꽃게 종자 방류
2023-10-04 ~ 2023-10-04,경기도 양평군,동자개,매입방류,66667,마리,0,,0,0,10000,0,10000,0,20000,0,0,20000,300,300,전장 4,0.63~0.74,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 10월 4일 동자개 66,667마리 방류 완료"
2023-10-04 ~ 2023-10-04,경기도 양평군,대농갱이,매입방류,64517,마리,0,,0,0,10000,0,10000,0,20000,0,0,20000,310,310,전장 5,1~1.3,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 10월 4일 대농갱이 64,517마리 방류 완료"
2023-07-04 ~ 2023-07-04,경기도 양평군,뱀장어,매입방류,9519,마리,0,,0,0,25000,0,25000,0,50000,0,0,50000,5252,6000,전장 10,2.7~3,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 7월 4일 뱀장어 9,519마리 방류 완료"
2023-07-24 ~ 2023-07-24,경기도 양평군,쏘가리,매입방류,33955,마리,0,,0,0,15000,0,15000,0,30000,0,0,30000,883,1000,전장 3,0.34~0.47,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 7월 24일 쏘가리 33,955마리 방류 완료"
2023-06-02 ~ 2023-06-02,경기도 양평군,참게,매입방류,87000,마리,0,,0,0,9500,0,9500,0,19000,0,0,19000,229,300,갑폭 0.7,0.073~0.097,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 6월 2일 참게 87,000마리 방류 완료"
2023-07-06 ~ 2023-07-06,경기도 양평군,곳체다슬기,매입방류,1515152,마리,0,,0,0,15000,0,15000,0,30000,0,0,30000,19.8,20,각장 0.7,0.12~0.17,지자체사업/수산종자관리사업,수산종자매입방류,우영욱,031-770-3639,경기도 양평군 옥천면 아신리 409,,,,,"2023년 7월 6일 다슬기 종묘 1,515,152마리 방류 완료"
2023-06-08 ~ 2023-06-10,경상북도 봉화군,은어,매입방류,306122,마리,0,,0,0,0,0,75000,0,75000,0,0,75000,245,250,전장 5,,지자체사업/수산종자관리사업,수산종자매입방류,백승호,054-679-6868,경상북도 봉화군 명호면 북곡리 산238,,,,,
2023-06-27 ~ 2023-06-27,부산광역시 북구,동남참게,매입방류,147052,마리,0,,0,15000,0,15000,0,0,30000,0,0,30000,218,240,갑폭 0.7,,지자체사업/수산종자관리사업,수산종자매입방류,황진이,051-309-4474,부산광역시 북구 구포2동 1157-1,,,,,
2023-06-27 ~ 2023-06-27,전북특별자치도 장수군,쏘가리,무상방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 3,,지자체사업/수산종자관리사업,기타,최예선,063-350-2416,전라북도 장수군 천천면 연평리 2222,,,,,
2023-01-01 ~ 2023-12-31,충청북도 괴산군,쏘가리,매입방류,41118,마리,0,,0,0,34046,0,3783,0,37829,0,0,37829,920,1000,전장 3,,지자체사업/수산종자관리사업,수산종자매입방류,연유경,043-830-3242,"거봉교, 괴강교 주변",,,,,
2023-01-01 ~ 2023-12-31,충청북도 괴산군,다슬기,매입방류,3712800,마리,0,,0,0,0,0,52567,0,52567,0,0,52567,14,18,각장 5,,기타 지자체사업,기타 지자체사업,연유경,043-830-3242,괴산읍 능촌양수장 외 13개구역,,,,,
2023-01-01 ~ 2023-12-31,충청북도 단양군,뱀장어,매입방류,6906,마리,0,,0,0,33099,0,3676,0,36775,0,0,36775,5324.99,6000,,,지자체사업/수산종자관리사업,수산종자매입방류,남정현,043-420-2733,충청북도 단양군 매포읍 하괴리 산20-40,,--,,,
2023-01-01 ~ 2023-12-31,충청북도 단양군,쏘가리,매입방류,68650,마리,0,,0,0,0,0,60000,0,60000,0,0,60000,874,1000,,,기타 지자체사업,기타 지자체사업,남정현,043-420-2733,충청북도 단양군 매포읍 하괴리 산20-40,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 해양수산과학원,낙지,생산방류,10000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,진도군 의신면 초평해역,,,,,
2023-09-19 ~ 2023-09-19,전라남도 해양수산과학원,낙지,생산방류,10000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,전라남도 신안군 압해해역,,,,,
2023-07-05 ~ 2023-07-05,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,전라남도 여수시 돌산해역,,,,,
2023-07-03 ~ 2023-07-03,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,전라남도 신안군 압해해역,,,,,
2023-07-03 ~ 2023-07-03,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,무안군 장재해역,,,,,
2023-07-03 ~ 2023-07-03,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,함평군 함평해역,,,,,
2023-06-29 ~ 2023-06-29,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,전라남도 완도군 군외해역,,,,,
2023-06-29 ~ 2023-06-29,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,전라남도 관산면 안양해역,,,,,
2023-06-28 ~ 2023-06-28,전라남도 해양수산과학원,주꾸미,생산방류,60000,마리,0,,0,0,5430,0,0,0,5430,0,0,5430,0,0,,,지자체사업/수산종자관리사업,연근해 수산자원조성 기술개발,이미진,061-275-2434,해남군 황산면 징의해역,,,,,
2023-08-31 ~ 2023-08-31,경상북도 성주군,붕어,무상방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,치어방류행사,이승하,054-930-6674,경상북도 성주군 용암면 선송리 515-1,,,,,
2023-08-31 ~ 2023-08-31,경상북도 성주군,잉어,무상방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,치어방류행사,이승하,054-930-6674,경상북도 성주군 용암면 선송리 515-1,,,,,
2023-01-01 ~ 2023-12-31,경기도 안산시,꽃게,매입방류,106101,마리,0,,0,0,4000,0,16000,0,20000,0,0,20000,188.5,194.32,갑폭 1.23,1.61~2.55,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,대한민국,,,,,
2023-01-01 ~ 2023-12-31,경기도 안산시,점농어,매입방류,177040,마리,0,,0,0,21568,0,86272,0,107840,0,0,107840,609.13,684,전장 11.6,9.5~16.2,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,경기도 안산시 단원구 풍도동,,,,,
2023-01-01 ~ 2023-12-31,경기도 안산시,쥐노래미,매입방류,69687,마리,0,,0,0,19930,0,79722,0,99652,0,0,99652,1430,1450,전장 6.6,1.9~4.2,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,대한민국,,,,,
2023-01-01 ~ 2023-12-31,경기도 안산시,조피볼락,매입방류,645497,마리,0,,0,0,29800,0,119200,0,149000,0,0,149000,230.83,269,전장 6.41,2.3~4.2,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,경기도 안산시 단원구 풍도동,,,,,
2023-01-01 ~ 2023-12-31,경기도 안산시,꽃게,매입방류,269059,마리,0,,0,0,12000,0,48000,0,60000,0,0,60000,223,230,갑폭 1.11,9.5~16.2,지자체사업/수산종자관리사업,수산종자매입방류,김지수,031-481-2328,경기도 안산시 단원구 풍도동,,,,,
2023-01-01 ~ 2023-12-31,경상남도 산청군,은어 (수정란),매입방류,51285000,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,1170,1300,전장 1,1~1,지자체사업/수산종자관리사업,수산종자매입방류,민학기,055-970-7834,경상남도 산청군 신안면 하정리 813-267,,,,,"은어 수정란은 크기가 매우 작아 cc단위로 매입하였음.
1cc당 평균적으로 3000개의 알이 있다고 봄."
2023-08-31 ~ 2023-10-31,경상남도 산청군,자라,매입방류,6819,마리,0,,0,0,18000,0,12000,0,30000,0,0,30000,4400,4500,각장 2.5,1~2,지자체사업/수산종자관리사업,수산종자매입방류,민학기,055-970-7834,경상남도 산청군 산청읍 내리 산204,,,,,11개의 읍면에 자라를 방류하여서 방류장소가 매우 많으나 한곳으로 지정함.
2023-01-01 ~ 2023-12-31,전라남도 해양수산과학원,대하,생산방류,3000000,마리,0,,0,0,18450,0,0,0,18450,0,0,18450,0,0,전장 1.2,,지자체사업/수산종자관리사업,고소득 자원조성 기술개발,이미진,061-275-2434,전라남도 완도군 군외면 삼두리,,,,,
2023-01-01 ~ 2023-12-31,경상남도 산청군,쏘가리,매입방류,41057,마리,0,,0,0,36000,0,4000,0,40000,0,0,40000,980,1000,전장 3,1~1,지자체사업/수산종자관리사업,수산종자매입방류,민학기,055-970-7834,경상남도 산청군 산청읍 산청리 349,,,,,
2023-01-01 ~ 2023-12-31,전라남도 해양수산과학원,대하,생산방류,5000000,마리,0,,0,0,30750,0,0,0,30750,0,0,30750,0,0,전장 1.2,,지자체사업/수산종자관리사업,고소득 자원조성 기술개발,이미진,061-275-2434,전라남도 완도군 고금면 농상리,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남상면 무촌리 869-2,,,,,대산천
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 위천면 마항길 12 마항마을회관,,,,,거창위천
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남상면 상매1길 85 상배산마을회관,,,,,대산천
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 위천면 강천리 156-2,,,,,거창위천
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 북상면 송계로 980-11,,,,,
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 가북면 우혜리 328,,,,,
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남하면 대야리 500,,,,,
2023-01-01 ~ 2023-12-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 북상면 갈계리 420-3,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 가북면 우혜리 2076-10,,,,,
2023-08-29 ~ 2023-08-29,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,5000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 거창군 남하면 대야리 500,,,,,
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 합천군 봉산면 서부로 4344-7,,,,,합천호
2023-08-31 ~ 2023-08-31,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,40000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 합천군 봉산면 서부로 4344-7,,,,,합천호
2023-09-01 ~ 2023-09-01,경상남도 수산자원연구소 민물고기연구센터,잉어,생산방류,20000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 함양군 마천면 덕전리 226,,,,,덕전천
2023-09-01 ~ 2023-09-01,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,10000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 함양군 마천면 덕전리 226,,,,,덕전천
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 차황면 철수리 387-1,,,,,철수저수지
2023-08-28 ~ 2023-08-28,경상남도 수산자원연구소 민물고기연구센터,붕어,생산방류,2500,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김은지,055-254-3453,경상남도 산청군 단성면 창촌리 101-5,,,,,아미랑저수지
